Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q31A,Q34A,Q37A,Q38A,Q42A,gender,country,education,age,religion,orientation,married,familysize
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,AU,3,30,7,1,1,5
1,2,2,2,2,2,2,1,4,1,2,2,1,1,1,BR,2,20,4,1,1,2
2,2,4,4,3,3,3,2,3,2,3,3,3,2,3,US,1,17,12,5,1,3
2,2,2,1,2,1,1,3,1,2,1,1,1,2,3,US,2,21,12,5,1,2
3,3,1,1,4,2,1,4,1,4,2,2,2,3,2,US,2,18,2,3,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,IS,2,44,2,1,1,2
1,1,2,2,1,2,3,1,1,1,2,1,3,1,2,US,1,16,7,2,1,2
4,3,3,4,3,4,3,2,3,3,2,3,3,4,2,US,3,30,7,1,3,2
2,4,2,4,3,2,2,3,3,3,3,2,2,4,2,US,2,23,12,5,2,2
3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,US,1,15,1,4,1,2
2,3,1,3,2,3,2,3,2,3,2,1,1,3,2,GB,4,57,6,1,2,2
3,3,4,4,2,4,4,3,4,2,3,4,4,3,2,US,2,18,6,1,1,2
2,2,3,4,2,3,2,2,4,2,3,3,4,2,2,US,2,16,1,1,1,1
1,1,1,2,1,1,2,2,2,2,1,1,1,3,2,FR,2,19,2,4,1,7
3,3,1,2,1,1,1,2,2,2,1,1,1,3,2,US,3,37,7,1,2,2
2,4,2,2,1,4,3,2,2,1,4,2,3,4,2,US,2,21,1,2,1,2
4,3,3,3,3,4,4,3,3,4,4,3,3,4,2,US,1,16,7,2,1,2
2,2,2,3,3,3,2,3,2,2,3,2,2,3,2,MY,3,40,10,1,1,4
4,4,4,4,4,4,4,4,4,4,4,2,4,3,2,PH,3,21,4,1,1,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,US,1,13,7,0,1,0
4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,JP,1,14,0,4,1,2
2,4,2,2,2,3,1,3,2,2,3,3,1,4,1,MY,3,23,10,1,1,5
3,4,3,4,4,4,4,3,4,3,4,3,4,4,2,US,2,20,2,5,1,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,DE,1,16,1,3,1,3
1,3,2,2,1,2,2,1,2,1,2,1,2,2,1,US,2,22,12,5,1,3
2,2,3,2,2,3,2,2,3,2,3,2,4,3,2,RS,3,27,12,3,1,2
2,4,4,4,4,4,4,2,2,3,4,4,4,4,2,FR,2,18,10,2,1,1
3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,KE,3,28,10,3,3,1
1,2,3,2,3,1,1,1,1,1,2,3,1,3,2,NL,2,20,12,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,IN,3,29,8,1,1,0
2,4,4,4,2,4,4,2,4,3,4,4,4,3,2,US,3,28,12,2,0,2
3,4,4,4,4,4,4,4,4,2,4,4,2,4,2,SK,4,20,2,2,1,2
1,1,2,2,1,3,1,1,3,1,2,3,1,1,2,US,1,15,2,1,1,2
3,3,3,3,2,2,3,2,3,3,3,3,3,3,1,AU,4,50,6,1,3,4
3,2,4,2,2,4,3,2,3,2,4,4,4,3,2,GB,2,20,1,2,1,4
3,3,3,3,4,3,3,3,4,4,2,2,3,4,1,IN,1,17,8,1,1,2
3,4,1,4,4,4,3,3,1,2,4,4,3,3,2,IN,2,17,10,0,1,2
4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,US,2,21,12,5,1,1
1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,PT,3,51,2,1,2,2
1,1,1,2,2,1,2,2,2,3,1,1,1,1,2,US,2,24,2,0,1,2
3,3,4,4,4,4,4,4,3,4,4,1,4,3,1,US,3,43,4,1,3,4
1,3,1,4,2,1,1,2,4,3,1,1,1,3,2,US,3,21,6,1,1,2
1,3,3,4,4,4,2,2,4,3,4,2,2,3,2,DE,2,24,4,5,1,5
2,3,4,4,3,4,4,2,4,3,4,4,4,4,2,HU,3,41,4,1,1,2
1,1,2,2,2,2,1,1,2,3,1,1,4,1,1,IN,4,21,8,1,1,1
1,4,2,4,1,4,1,4,4,1,4,2,1,2,2,IN,4,24,8,1,1,3
1,2,4,3,4,3,2,2,2,3,2,4,2,2,2,ID,3,20,4,3,1,3
2,3,3,1,2,2,2,2,1,2,2,1,1,3,2,IN,2,19,8,1,1,2
1,3,4,3,3,3,3,3,2,4,3,4,2,1,1,IT,2,22,7,1,1,2
2,4,3,2,4,4,4,3,4,3,4,4,4,4,1,CA,2,29,12,5,1,2
3,4,4,4,3,4,4,4,4,3,4,4,4,3,2,US,4,32,3,2,2,3
1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,NZ,3,25,1,1,1,5
1,2,2,2,3,1,1,2,1,2,2,1,1,4,1,DE,2,19,2,1,1,2
4,4,4,3,3,4,4,2,4,3,3,4,3,4,2,CA,2,17,8,1,1,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,CA,2,25,1,2,1,1
1,2,4,3,3,3,2,3,2,3,2,3,2,2,2,BN,2,17,10,1,1,4
2,1,2,2,1,2,1,2,2,2,2,1,1,2,2,EC,3,24,1,1,3,3
3,3,2,3,2,4,3,2,4,2,4,1,2,3,2,NONE,3,26,1,3,1,3
1,2,4,2,1,3,2,4,2,1,3,2,1,2,2,US,3,23,1,4,1,3
1,2,2,3,1,3,1,2,3,2,2,1,2,2,2,US,2,24,12,1,2,1
4,3,2,3,4,3,2,3,3,3,3,2,1,3,2,GB,3,25,7,1,1,2
3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,NL,4,25,10,1,1,4
4,3,4,4,4,4,4,3,4,4,4,4,4,4,2,AU,2,44,12,1,2,4
3,4,3,4,4,3,2,4,4,3,3,4,3,4,2,US,2,55,12,3,3,3
4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,ZA,1,13,12,4,1,1
3,3,1,1,1,1,2,2,3,1,1,1,2,1,1,ID,3,20,8,1,1,2
1,2,2,3,2,2,4,3,2,2,4,1,4,3,1,IN,3,26,8,1,1,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,CA,4,24,8,3,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,ZA,2,18,1,2,1,2
2,4,2,3,3,2,3,2,3,2,2,2,2,4,2,US,2,29,7,1,2,3
3,3,4,4,2,4,4,2,4,2,4,4,4,3,3,US,1,13,0,2,1,4
4,2,4,4,1,4,4,3,4,1,4,4,2,1,2,IN,4,27,8,1,1,2
2,2,1,2,2,4,2,1,1,1,2,1,2,3,1,IN,4,25,8,1,1,2
4,4,1,4,4,1,2,4,2,4,2,4,2,2,1,IN,2,20,8,1,1,1
2,4,2,4,3,2,2,4,4,3,2,1,2,4,2,PL,4,26,12,1,1,3
1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,NG,4,36,12,1,1,0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,US,2,40,12,1,2,7
3,4,4,4,4,3,4,4,4,4,4,4,3,4,2,GB,4,24,2,1,1,1
3,4,4,3,3,3,3,4,3,4,3,3,3,4,2,US,1,14,4,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,US,1,16,7,1,1,2
2,2,1,2,3,2,1,1,1,1,1,1,1,2,2,US,3,21,4,1,2,5
1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,FI,2,18,7,1,1,2
3,4,3,4,4,4,3,4,3,4,4,4,4,4,1,US,2,58,6,1,3,3
2,2,1,2,2,1,2,2,2,1,1,1,4,3,1,US,2,21,2,1,1,3
1,3,2,3,2,1,1,2,2,3,2,2,2,3,1,NONE,2,64,2,1,2,10
2,3,2,4,3,4,4,2,3,4,4,2,3,3,1,GB,3,31,2,1,1,2
3,3,4,4,4,4,4,4,3,3,4,4,4,3,1,US,2,18,1,1,1,2
2,1,2,3,2,2,2,2,2,2,3,2,2,2,2,GB,4,34,0,1,2,3
1,2,2,2,2,1,1,2,2,3,2,1,1,2,2,US,3,61,4,1,2,4
2,4,2,4,1,1,1,2,3,2,1,1,1,3,2,US,3,37,2,2,2,4
2,2,1,2,1,2,1,1,2,2,1,1,1,2,2,RO,1,16,2,1,1,3
2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,US,3,26,1,1,1,4
1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,PK,3,25,10,1,1,3
1,4,4,4,4,3,4,2,4,1,2,2,4,4,2,US,1,13,1,5,1,2
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,HU,3,43,12,1,2,1
1,2,1,2,2,2,3,3,2,2,3,1,3,4,1,BR,2,19,2,1,1,2
1,2,1,2,1,2,2,1,1,2,1,1,1,2,2,US,3,49,7,1,2,4
2,4,4,4,3,4,4,3,1,4,4,4,4,4,1,GB,1,16,7,1,1,1
1,1,1,1,1,3,1,2,1,2,1,1,1,2,2,BG,2,21,7,1,1,2
1,1,1,2,1,1,3,2,1,1,1,1,2,2,2,IN,4,35,4,1,2,3
2,3,3,2,3,3,3,2,2,2,2,3,4,4,2,US,2,53,1,1,3,3
2,3,3,2,4,2,1,3,1,4,3,4,1,4,1,IN,4,38,8,1,2,1
1,4,1,1,2,1,2,1,3,2,1,1,3,4,2,US,1,17,12,5,1,3
4,4,3,4,4,4,3,4,4,4,4,3,4,4,2,US,2,28,1,2,2,2
2,2,2,4,4,4,3,2,3,4,4,4,4,3,2,US,1,57,7,1,3,5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,US,2,35,2,1,1,2
1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,US,3,39,4,2,2,4
4,4,3,4,4,3,3,4,4,4,3,2,3,4,2,ID,2,17,4,0,1,2
2,4,2,4,2,2,2,4,4,3,2,3,2,4,1,US,2,16,2,1,1,3
2,3,2,3,3,3,2,2,3,2,2,1,3,3,2,US,2,25,0,1,1,2
2,2,2,3,3,2,2,3,2,3,2,2,3,2,1,US,3,26,12,1,1,5
2,2,2,2,2,3,3,2,3,2,3,2,2,3,2,US,2,16,5,1,1,8
1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,US,3,18,12,2,1,2
2,4,2,4,2,1,1,2,3,2,2,1,1,3,1,US,2,40,7,1,2,2
3,2,4,3,2,4,4,4,3,2,4,3,2,2,2,US,3,57,6,1,2,5
2,2,1,2,2,1,1,1,2,3,1,1,1,3,2,US,3,33,1,1,2,2
2,3,1,2,4,2,2,3,2,2,3,1,2,3,2,GB,2,26,1,2,1,2
3,2,3,3,2,3,3,2,2,3,3,2,3,3,1,BR,2,23,2,1,1,2
2,1,2,2,2,1,2,2,1,3,1,2,2,3,1,NG,2,22,4,1,1,3
2,3,1,4,1,4,3,2,4,2,4,1,4,4,2,US,3,27,12,1,2,1
1,1,2,2,1,2,1,1,2,1,2,2,2,3,1,AU,4,27,2,1,1,2
2,1,2,1,1,1,1,2,1,2,2,1,1,1,1,US,3,33,7,1,3,2
4,3,4,4,3,4,4,3,4,3,4,4,4,3,2,PH,1,15,4,1,1,3
4,4,3,3,1,4,3,3,3,3,4,2,3,3,2,US,3,35,12,2,2,3
1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,CA,2,18,1,4,1,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,NL,2,19,2,2,1,2
1,2,1,2,2,2,1,1,1,2,1,3,1,1,1,LB,4,28,2,1,1,2
2,2,2,3,1,2,2,2,4,1,3,3,2,1,3,DE,2,17,2,5,1,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,RO,3,23,7,1,1,2
2,3,2,4,3,4,2,4,4,2,3,2,3,4,2,PK,2,17,10,1,1,2
3,4,3,4,4,3,4,3,4,3,3,4,4,3,1,US,2,20,6,1,1,4
2,2,3,4,2,4,2,3,4,2,4,4,4,4,2,PK,2,17,0,1,1,4
2,2,1,2,1,2,1,1,3,2,2,1,1,2,2,GB,3,20,12,1,1,1
2,4,2,3,4,2,4,4,4,4,4,4,3,3,1,CA,4,25,8,1,1,2
2,4,1,2,2,1,2,3,1,1,2,1,1,3,2,ZA,2,36,7,1,1,3
3,1,1,2,2,3,1,2,1,4,1,2,2,3,1,FR,3,47,4,4,1,3
2,3,2,2,3,2,2,3,2,2,3,1,2,2,1,US,2,35,2,1,0,3
2,2,3,3,3,3,4,2,4,2,3,4,4,2,1,NL,2,19,2,1,1,2
1,3,2,1,1,1,1,1,1,1,4,1,1,4,1,IN,2,17,2,1,1,2
1,2,3,3,2,2,2,2,2,2,2,3,2,4,2,BA,2,15,4,1,1,4
3,2,2,2,2,2,2,3,4,4,2,3,2,4,1,AL,3,32,2,1,1,2
2,3,4,3,4,3,2,4,2,3,3,2,2,4,1,CA,3,38,1,1,2,2
1,3,1,2,1,2,1,1,2,1,1,1,1,2,2,US,3,26,12,1,1,2
4,4,4,4,3,4,4,3,4,4,4,4,4,4,2,MU,3,22,10,1,1,3
1,1,3,3,1,3,2,1,2,1,3,2,2,1,2,SE,3,38,12,1,1,3
3,2,3,4,2,2,2,4,4,3,2,1,3,3,1,IN,3,22,1,1,1,2
1,2,2,1,2,1,1,2,2,3,1,1,1,2,1,US,3,45,2,1,1,1
2,2,3,2,2,2,2,2,2,2,3,3,2,4,2,PL,2,22,2,1,1,2
3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,US,2,29,2,1,1,1
1,3,1,2,4,1,1,1,2,2,1,1,1,3,2,US,2,25,7,1,3,2
2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,US,1,13,4,1,1,2
1,3,2,3,3,2,2,3,2,2,2,2,2,3,2,ZA,2,18,7,2,1,2
1,3,1,2,2,1,1,2,3,1,1,1,1,3,3,US,2,19,12,5,1,4
3,4,3,4,4,4,3,4,4,4,4,3,4,3,2,US,4,32,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,US,4,28,3,1,2,4
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,CL,1,13,6,2,1,3
2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,US,2,21,12,1,1,3
1,2,2,2,2,1,1,2,2,3,2,1,1,2,1,IE,2,45,1,1,2,2
2,2,2,2,3,2,2,3,2,4,2,2,2,2,1,US,4,33,2,2,1,1
2,2,2,4,3,3,3,2,3,2,3,3,2,2,2,US,1,15,2,1,1,1
2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,CA,2,56,12,1,3,3
1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,CZ,3,24,2,1,1,3
3,3,2,3,2,2,2,2,2,3,2,2,1,2,1,US,2,42,6,1,2,2
2,4,1,3,1,1,2,1,2,2,1,3,2,3,2,US,3,18,1,4,1,3
2,3,2,3,2,2,2,3,2,2,2,2,2,3,2,US,3,21,1,1,1,2
2,2,2,2,2,2,2,3,2,3,2,2,1,4,2,US,1,16,4,1,1,4
1,2,2,1,4,3,3,2,2,2,4,1,3,2,1,ID,3,23,2,1,1,2
3,3,3,3,2,2,1,3,2,3,2,2,1,3,2,DE,3,22,0,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,US,1,14,4,1,1,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,US,1,16,7,1,1,3
1,4,2,4,3,3,1,1,3,2,1,1,1,4,2,US,4,41,4,1,2,4
3,4,3,4,4,3,2,3,4,3,3,2,2,3,2,US,1,16,1,3,1,3
3,3,2,4,3,4,3,3,4,3,4,3,4,1,2,BG,2,28,2,1,1,1
2,4,4,4,4,4,3,3,2,3,2,4,3,3,2,EG,2,23,10,1,1,4
2,2,3,2,3,1,2,2,2,3,2,1,2,3,2,US,1,21,7,1,1,4
2,2,1,3,2,1,1,2,2,2,1,1,1,3,2,CA,2,45,12,1,3,2
2,3,2,2,2,3,1,2,2,2,3,2,2,2,2,NONE,3,22,8,1,1,4
1,4,1,1,4,1,1,2,2,4,1,2,1,4,1,GB,2,18,2,1,1,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,MX,3,22,12,2,1,4
4,3,4,4,3,4,3,3,3,3,4,3,3,4,2,FI,1,18,1,2,1,5
3,4,3,4,3,4,3,4,3,3,4,3,4,3,2,PH,2,17,7,4,0,0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,BN,2,17,10,2,1,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,US,1,28,7,1,1,3
3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,CA,2,19,2,1,1,2
3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,BR,3,43,1,1,2,1
1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,IN,4,21,7,1,3,2
3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,US,2,18,1,1,1,3
2,3,2,4,3,4,2,3,2,2,1,1,2,3,2,US,2,17,2,1,1,1
2,3,2,3,2,1,1,3,3,2,2,2,1,3,2,US,3,22,7,1,1,2
2,3,3,3,4,3,3,2,3,3,3,2,2,3,2,CH,1,17,2,1,1,2
1,2,4,4,2,3,3,2,4,2,4,4,3,2,2,US,2,16,7,2,1,2
3,3,3,3,4,4,3,4,3,3,4,3,3,3,2,DE,4,20,2,1,1,0
2,2,1,2,1,2,1,1,2,1,1,1,1,3,2,US,1,16,1,2,1,3
1,4,1,2,1,1,1,2,2,1,1,1,1,4,2,US,1,16,1,2,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,US,3,22,1,1,1,3
2,3,2,2,2,1,1,3,1,2,1,2,1,2,2,SK,2,20,7,1,2,1
2,4,3,3,4,1,1,4,2,4,2,2,1,4,2,US,3,78,6,1,1,4
1,2,3,3,2,2,1,2,2,2,2,1,1,2,2,US,3,29,7,2,3,1
1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,US,3,25,6,1,1,1
3,4,4,4,4,4,4,3,4,3,4,4,4,3,2,DE,1,15,2,1,1,4
3,2,4,2,3,3,4,3,4,2,2,3,4,4,2,BE,2,15,2,2,1,2
1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,US,2,16,4,1,1,3
3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,CA,2,16,7,1,1,3
3,2,3,3,4,3,3,3,3,3,3,3,3,3,2,CA,2,16,7,1,1,3
2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,US,1,14,7,3,1,3
2,4,4,2,3,4,4,4,4,2,4,2,4,3,2,CA,1,14,12,2,1,3
2,3,2,2,4,3,1,3,3,3,3,2,1,4,1,US,2,23,1,1,1,2
2,2,4,4,4,4,4,4,3,2,4,4,4,4,1,US,2,18,1,1,1,0
1,4,1,2,1,2,2,1,2,3,1,1,1,3,2,US,3,40,1,1,3,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,US,2,22,12,5,1,1
2,2,1,1,1,1,1,2,2,1,1,1,1,3,1,US,2,36,7,1,1,2
1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,US,1,16,2,1,1,1
1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,AU,2,19,2,1,1,3
1,1,1,1,1,3,1,1,1,1,2,1,2,2,1,CA,2,20,2,1,1,2
2,3,4,4,3,1,2,4,3,3,3,3,2,3,2,CA,2,18,10,1,1,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,US,2,22,4,2,1,2
2,1,1,2,2,1,1,2,2,2,1,1,1,2,2,,3,42,3,3,3,2
1,3,1,2,3,3,2,3,2,2,3,2,3,2,2,US,2,22,0,5,1,2
4,1,4,1,4,1,4,4,1,1,1,4,4,1,2,IQ,1,16,2,2,1,4
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,US,2,35,1,1,1,2
2,2,2,2,2,3,2,3,2,2,2,2,2,3,1,US,3,48,1,1,1,3
2,3,3,3,2,4,3,3,3,3,3,3,3,3,2,ZA,4,26,6,1,1,3
1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,US,3,25,7,1,1,4
1,2,2,2,1,3,2,1,2,1,2,2,1,2,1,US,4,54,7,1,3,2
2,2,2,2,1,3,2,2,3,1,2,2,2,2,2,US,1,16,0,2,1,2
3,3,3,4,4,3,3,3,3,4,3,3,3,3,1,US,2,24,7,3,1,4
2,4,3,2,3,1,2,3,3,2,1,2,3,4,2,IT,2,18,2,2,1,1
2,2,3,4,3,4,4,1,4,2,4,4,4,3,2,GB,2,45,2,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,TR,1,18,10,1,1,2
2,2,2,3,2,2,2,2,3,2,3,1,2,3,1,GR,2,17,2,3,1,3
2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,OM,4,50,10,1,3,5
3,4,3,4,4,4,2,3,3,4,4,1,4,3,1,RO,1,16,7,1,1,1
4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,US,1,15,7,2,1,2
2,2,1,3,1,1,1,1,2,2,2,1,1,2,1,BR,4,40,4,1,2,3
4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,GB,2,19,1,1,2,3
3,4,3,3,3,4,2,2,4,2,3,4,2,3,3,GB,3,28,3,1,1,2
4,4,4,4,4,4,4,3,4,4,4,3,4,3,2,GB,4,46,2,5,3,3
2,2,2,2,3,2,1,4,2,3,3,2,2,4,2,US,2,16,4,5,1,3
3,4,4,4,2,4,4,3,4,2,4,4,4,1,2,US,1,14,7,1,1,2
2,3,2,4,2,2,3,3,3,2,4,3,3,3,2,US,2,17,2,3,1,2
2,2,3,2,2,2,1,2,3,3,2,1,1,2,1,US,3,31,6,1,2,1
1,3,3,3,2,1,1,1,3,2,1,1,2,2,2,MY,4,34,10,1,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SE,4,20,2,2,1,3
1,3,1,3,2,2,1,2,4,2,2,1,1,3,2,US,3,28,2,1,2,2
2,3,3,4,4,3,4,4,4,4,3,3,4,3,2,US,2,19,2,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,US,3,21,1,1,1,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,BO,2,18,4,2,1,0
3,4,4,4,3,4,4,3,3,4,4,4,3,4,2,SG,2,20,12,2,1,2
4,4,4,4,3,4,4,2,4,4,4,4,4,4,1,US,2,25,2,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CH,2,17,3,1,1,3
2,3,3,3,3,4,3,3,2,2,4,4,3,4,2,US,2,20,6,1,1,3
1,2,2,1,2,2,1,3,3,2,1,1,2,2,2,US,3,44,1,1,2,4
1,2,4,3,3,2,2,3,3,3,2,3,3,2,1,US,1,17,2,1,1,1
1,3,2,3,1,2,2,2,3,1,2,2,2,3,1,US,3,21,2,1,1,3
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,US,1,16,7,3,1,5
2,3,3,3,3,2,3,3,2,2,2,3,2,4,2,PL,4,32,2,1,1,2
2,4,3,2,4,3,3,4,4,3,3,3,4,3,2,US,1,15,3,2,1,4
1,2,1,2,2,2,1,2,1,1,2,1,1,3,2,PH,2,20,4,1,1,4
1,1,3,4,2,4,2,2,3,2,3,2,3,3,1,US,1,16,1,2,1,4
3,3,2,4,4,3,2,3,4,3,4,3,2,2,2,US,2,21,12,1,1,4
2,4,1,4,4,4,4,4,4,2,4,2,3,3,1,ZA,3,21,7,1,1,2
4,4,3,4,4,3,2,4,4,4,4,3,3,4,2,US,2,17,2,5,1,3
1,3,1,2,1,1,1,1,2,1,1,2,1,3,2,US,0,17,4,1,1,5
1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,MY,4,22,4,1,1,5
3,1,3,3,4,1,1,2,3,1,3,2,1,4,2,US,2,22,4,2,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,US,0,16,7,2,1,3
4,2,3,4,4,3,3,4,4,3,3,2,3,2,2,US,1,16,1,1,1,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,AU,2,22,0,2,1,8
2,4,3,3,3,1,1,3,3,3,1,3,2,3,2,US,2,17,0,1,1,1
4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,US,3,18,5,1,1,2
1,4,1,1,1,1,1,1,1,1,1,1,1,4,2,US,3,38,1,1,2,4
4,3,2,3,3,1,1,3,2,1,1,3,2,4,2,DE,2,16,2,2,1,2
3,3,2,4,4,4,2,2,4,4,4,2,3,4,2,DE,2,21,2,1,1,1
4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,MY,3,21,10,1,1,4
2,2,4,3,1,2,1,3,3,2,2,3,1,4,2,US,2,38,0,1,2,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,US,3,22,7,1,1,3
4,3,3,4,4,1,2,3,3,4,2,4,2,2,1,CO,3,24,2,1,1,2
3,2,3,3,4,3,3,3,2,4,3,3,4,4,2,US,4,22,2,1,1,1
1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,BA,1,16,10,1,1,2
2,4,3,3,4,3,3,3,3,2,3,3,3,4,3,PL,1,17,9,2,1,1
2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,US,3,22,1,1,1,2
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,FI,3,27,1,2,1,4
3,4,4,4,3,4,4,3,4,3,4,4,4,4,3,US,1,14,2,2,1,2
2,2,1,1,3,2,1,2,2,3,2,1,2,1,2,US,1,14,7,1,1,1
4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,CA,2,21,8,1,1,2
1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,US,4,40,7,1,2,1
1,3,1,2,1,1,1,1,1,1,1,1,1,3,2,US,2,48,4,2,3,5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,CA,1,16,2,2,1,1
4,4,2,4,3,3,4,4,3,3,3,3,3,4,2,US,2,15,4,2,1,1
3,3,3,3,2,2,2,2,3,2,3,3,2,3,2,US,1,16,7,1,1,2
2,1,2,2,2,1,3,2,3,1,2,2,2,2,2,PH,4,33,4,5,2,5
4,4,4,4,4,4,4,3,4,3,4,3,4,4,2,PH,2,14,4,1,1,2
2,3,2,2,3,3,3,2,1,4,1,4,4,2,1,BD,2,18,10,1,1,3
2,3,1,2,2,3,1,3,2,2,3,1,1,3,2,MY,3,22,3,1,1,2
3,3,3,4,3,3,4,3,3,2,3,3,3,3,2,PH,2,26,7,3,1,6
4,2,4,4,3,2,2,3,3,2,1,1,1,2,2,US,3,19,0,2,1,0
3,2,3,3,3,4,4,2,2,2,4,4,4,2,3,PK,1,14,10,3,1,4
2,4,3,3,4,2,2,3,4,2,3,2,4,4,2,US,1,15,1,1,1,0
2,4,3,4,4,4,4,3,3,3,4,3,3,3,2,FI,2,19,2,2,1,2
2,4,3,3,4,3,4,3,3,4,3,3,3,4,1,US,1,16,2,3,1,2
3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,US,3,20,4,2,1,3
3,4,3,4,4,2,3,4,4,2,4,3,3,4,2,US,2,57,6,1,2,3
2,2,1,2,2,2,1,2,1,3,2,1,1,2,2,US,2,19,7,2,1,2
4,4,3,2,3,3,1,2,3,3,3,2,3,4,1,US,2,52,6,1,3,5
4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,US,1,20,2,1,1,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,MY,3,23,10,0,1,4
1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,US,2,44,7,1,2,6
4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,IN,3,24,8,1,1,2
2,3,4,3,3,3,4,4,2,3,3,3,2,3,1,US,1,15,2,1,1,3
2,3,3,2,1,3,1,2,1,4,3,1,2,4,1,UA,1,16,2,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,US,2,22,4,1,2,5
2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,GB,2,61,6,1,3,3
