Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q31A,Q34A,Q37A,Q38A,Q42A,country,education,gender,age,married,familysize,soma_depressao,indice_depressao
1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,4,2,27,2,7,8,0
3,3,3,3,3,3,3,2,1,3,3,3,3,3,25,2,2,18,1,4,39,4
3,2,3,3,2,3,1,3,3,2,3,0,1,3,2,2,1,20,1,2,32,4
3,3,1,3,2,3,2,2,2,2,3,1,3,3,5,2,1,18,1,2,33,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,4,2,27,1,5,42,4
1,2,2,2,2,3,1,1,2,2,3,2,1,3,1,3,2,30,2,5,27,3
1,2,1,0,1,2,3,1,2,2,2,2,0,3,24,2,1,20,1,2,22,3
1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,20,1,6,14,2
2,1,1,2,3,1,2,1,2,2,2,2,2,1,6,3,1,37,2,2,24,3
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,43,2,3,1,0
0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,3,2,22,1,4,7,0
1,1,2,1,2,1,0,1,2,1,1,2,0,1,1,3,2,26,1,3,16,2
1,3,0,3,1,3,1,3,1,1,1,1,1,3,1,2,2,20,1,3,23,3
1,1,1,1,1,2,3,1,1,1,3,1,1,3,2,3,2,25,1,1,21,3
2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,2,31,2,3,5,0
1,1,0,1,1,1,0,1,1,0,1,0,0,1,2,3,1,72,2,5,9,0
3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,2,2,45,1,3,40,4
0,1,2,1,2,1,0,0,1,3,0,0,1,2,1,3,2,19,1,6,14,2
1,2,1,3,3,2,0,2,2,2,2,3,1,1,1,3,2,26,2,4,25,3
2,2,2,3,1,3,1,0,3,2,2,2,2,2,2,3,1,35,2,8,27,3
3,3,2,3,3,3,2,2,3,3,3,3,2,1,1,3,2,27,1,2,36,4
0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,3,1,22,1,4,4,0
0,2,3,3,1,3,3,3,2,1,3,3,2,1,1,3,2,25,2,8,30,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,22,1,4,42,4
1,2,2,2,3,3,2,2,3,1,3,3,2,3,32,1,2,18,1,1,32,4
2,3,3,3,2,3,1,2,1,2,3,3,2,3,1,3,2,24,1,1,33,4
2,3,3,3,3,3,2,2,3,3,2,2,2,3,5,3,2,32,1,5,36,4
1,2,2,2,1,1,1,3,2,2,2,2,1,3,20,2,2,19,1,1,25,3
0,1,1,0,0,1,1,0,0,0,1,1,1,1,12,3,1,22,1,2,8,0
1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,18,1,2,19,2
3,2,3,3,2,3,3,3,2,3,3,3,3,2,27,1,2,33,1,2,38,4
1,2,2,1,1,3,3,1,1,1,3,0,1,0,1,2,1,19,1,3,20,2
1,2,2,2,3,1,2,1,2,1,1,2,2,1,1,3,2,23,1,4,23,3
3,3,3,3,3,3,1,3,3,3,3,3,1,3,2,2,2,29,3,2,38,4
2,2,2,2,1,2,1,2,2,1,3,1,1,3,2,3,2,19,1,3,25,3
3,2,1,2,2,1,1,3,3,1,1,2,1,1,1,3,2,29,1,9,24,3
2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,4,2,24,1,7,22,3
0,1,0,2,1,0,1,1,1,0,1,0,1,0,1,3,2,22,1,2,9,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,29,2,4,42,4
1,3,3,2,2,3,1,2,3,1,3,3,1,3,9,2,2,19,1,2,31,4
2,2,2,3,2,2,3,1,2,3,2,3,2,1,1,2,2,20,1,5,30,4
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,19,1,5,1,0
0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,23,3,7,3,0
1,1,0,2,0,1,1,0,1,1,1,1,0,1,1,3,2,20,1,2,11,1
2,3,2,2,3,3,2,3,2,3,3,3,3,3,2,3,2,40,1,2,37,4
1,0,0,2,0,2,0,0,0,0,0,0,0,1,1,4,2,25,1,7,6,0
1,2,2,3,3,3,2,3,3,3,3,1,3,2,1,2,1,19,1,5,34,4
2,3,2,3,3,3,2,2,3,3,3,1,2,3,1,4,2,30,1,2,35,4
0,1,2,1,1,2,1,1,1,1,1,1,1,1,2,3,2,65,3,4,15,2
3,3,3,3,3,3,3,3,0,3,3,3,3,3,2,3,3,30,1,2,39,4
2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,3,2,23,1,2,24,3
2,2,1,2,2,3,3,1,2,1,2,2,2,3,1,3,2,22,1,3,28,4
1,2,1,3,2,3,1,2,3,1,3,1,3,2,1,4,2,23,1,6,28,4
2,0,1,2,1,1,1,1,1,1,3,0,1,3,1,3,2,20,1,5,18,2
1,2,2,2,1,2,2,0,2,0,2,0,3,1,1,3,2,34,2,5,20,2
1,1,0,2,0,1,1,1,1,1,1,0,1,1,2,2,1,20,1,1,12,1
3,2,2,3,3,2,3,2,2,2,2,3,2,2,1,3,2,25,1,3,33,4
0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,3,1,31,1,2,8,0
1,2,3,3,3,2,3,2,3,3,3,3,3,2,2,2,2,18,1,2,36,4
2,3,3,0,1,3,0,1,0,0,1,3,1,3,1,3,2,18,1,5,21,3
2,2,3,3,3,3,3,3,3,2,3,3,3,3,1,2,2,21,1,3,39,4
1,2,1,2,2,2,1,1,2,1,2,0,0,1,1,3,2,24,1,4,18,2
1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,29,1,2,40,4
0,0,1,2,1,2,1,0,1,1,1,1,0,1,1,3,2,22,1,5,12,1
0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,3,2,26,1,6,4,0
1,3,3,3,3,3,3,1,3,1,3,3,3,1,1,3,2,21,1,5,34,4
1,2,1,2,1,3,1,1,1,1,2,1,1,2,38,2,1,20,1,2,20,2
2,2,2,1,2,2,3,3,1,1,3,2,2,3,1,3,2,20,1,3,29,4
1,1,0,1,1,1,0,1,1,2,0,0,0,1,6,3,1,47,2,3,10,1
1,1,0,3,1,1,3,1,3,1,1,0,1,1,1,2,2,20,1,3,18,2
0,1,2,3,2,3,1,3,2,2,3,1,1,2,1,3,2,25,2,6,26,3
0,0,0,1,0,1,0,1,2,0,0,0,1,1,15,2,2,21,1,1,7,0
1,0,0,3,2,0,0,0,2,3,0,0,0,0,1,3,2,20,1,4,11,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,20,1,3,42,4
1,1,1,2,2,1,1,1,2,0,2,2,2,0,1,3,2,23,1,7,18,2
3,3,3,3,3,3,3,3,3,0,2,2,2,3,34,4,1,30,1,3,36,4
1,1,1,2,1,2,1,1,1,0,2,3,1,2,1,3,2,23,1,5,19,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,26,1,3,42,4
0,0,0,1,1,1,1,0,1,0,1,3,0,3,1,2,2,20,1,5,12,1
0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,3,2,21,1,3,4,0
1,2,0,2,1,2,1,0,1,1,0,2,1,1,1,2,2,19,1,4,15,2
1,1,0,3,3,3,3,1,3,0,3,1,3,1,1,3,2,26,1,5,26,3
0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,3,2,21,1,4,3,0
1,1,0,3,0,0,0,0,0,1,1,0,0,0,23,3,2,21,1,1,7,0
1,1,2,2,1,3,2,1,2,2,2,1,2,2,1,3,2,19,1,1,24,3
1,2,2,1,1,1,1,1,1,1,2,1,0,1,1,2,2,22,1,5,16,2
1,2,2,2,2,3,1,2,2,2,3,1,1,3,1,3,2,23,1,5,27,3
2,3,1,3,3,3,1,1,2,2,3,3,3,3,1,4,2,32,1,5,33,4
2,2,2,2,2,2,1,2,1,1,2,2,2,1,3,2,2,21,1,2,24,3
1,1,1,3,3,3,1,3,3,3,1,0,1,3,1,3,2,25,1,3,27,3
3,3,0,3,3,3,0,3,3,3,0,1,0,0,37,2,1,19,1,3,25,3
3,3,2,3,3,3,2,3,3,3,2,3,1,3,1,3,2,22,1,5,37,4
1,1,1,3,0,3,2,1,2,1,3,1,3,1,1,2,2,21,1,4,23,3
0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,3,2,25,1,4,10,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,24,2,2,18,1,2,42,4
3,3,1,2,3,2,3,3,2,3,3,2,3,3,1,2,1,20,1,5,36,4
0,0,0,0,1,1,2,1,1,1,2,0,2,2,1,3,1,23,1,6,13,1
1,3,0,1,1,2,0,1,1,1,1,0,0,3,2,2,3,20,1,1,15,2
1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,4,2,25,1,7,8,0
2,1,2,1,3,2,1,2,0,2,1,1,1,2,1,3,2,22,1,4,21,3
0,1,1,2,1,1,1,1,2,0,1,0,1,1,1,3,2,20,1,5,13,1
3,3,3,2,3,1,3,3,2,1,2,3,3,2,1,3,2,23,1,3,34,4
0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,3,1,23,1,3,2,0
1,3,2,3,3,1,1,3,2,2,1,2,2,3,5,2,1,23,1,3,29,4
1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,3,21,1,2,18,2
1,1,1,2,2,0,1,1,1,0,0,0,0,1,2,2,2,25,1,2,11,1
1,1,1,1,3,1,0,1,2,1,3,1,1,1,1,2,2,22,1,3,18,2
2,3,3,3,3,3,3,2,2,2,3,1,3,2,1,2,2,24,1,6,35,4
1,1,2,3,1,3,2,2,3,2,3,2,3,2,1,2,2,20,1,4,30,4
1,3,2,3,3,3,2,3,3,3,3,2,2,2,1,2,2,27,1,5,35,4
3,3,3,3,1,3,3,3,2,2,3,3,3,3,1,3,2,23,1,6,38,4
0,1,1,1,0,0,0,0,2,1,3,1,0,2,1,3,1,28,1,4,12,1
1,1,0,0,1,1,0,1,0,0,0,0,1,1,12,4,1,29,2,3,7,0
0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,3,2,29,1,5,6,0
2,2,3,3,1,3,2,3,2,2,3,2,1,2,5,3,2,23,1,1,31,4
1,2,1,1,1,0,1,2,1,1,0,1,0,2,1,2,2,18,1,3,14,2
1,2,2,2,3,3,1,2,1,1,3,3,2,1,1,2,1,20,1,3,27,3
3,1,2,3,3,1,2,3,2,3,1,2,3,1,2,3,1,28,2,2,30,4
2,2,2,2,3,3,2,3,2,3,3,2,1,2,1,3,2,19,1,5,32,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,18,1,1,0,0
1,3,3,3,3,3,3,3,3,2,3,3,3,3,21,3,2,21,1,1,39,4
1,2,1,1,0,1,2,1,2,2,1,1,1,1,1,1,2,27,2,6,17,2
1,2,1,3,3,2,3,3,3,0,2,3,3,1,1,3,2,20,1,6,30,4
1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,2,23,1,4,16,2
0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,3,2,36,2,4,3,0
1,2,0,2,0,0,0,0,1,1,0,1,0,1,2,2,2,60,2,12,9,0
1,0,2,1,1,1,0,1,1,1,1,3,0,3,9,2,2,19,1,3,16,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,21,1,6,42,4
1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,4,2,27,1,4,8,0
1,1,1,1,1,3,2,1,1,1,2,1,1,1,1,3,2,20,1,5,18,2
0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,3,2,22,1,4,8,0
1,3,1,2,1,3,3,2,3,2,3,1,3,2,1,3,2,21,1,3,30,4
2,3,3,3,3,3,3,2,3,2,3,2,3,2,1,3,2,25,1,4,37,4
0,2,1,0,0,3,3,0,0,1,3,1,0,3,38,2,2,19,1,2,17,2
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,23,1,3,1,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,2,19,1,4,2,0
0,1,1,1,1,1,1,2,1,0,0,1,0,0,2,4,2,45,3,2,10,1
0,0,0,1,2,0,0,0,1,0,0,0,0,3,24,2,1,19,1,2,7,0
1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,3,2,21,1,5,17,2
1,1,0,2,1,2,1,1,1,2,3,1,1,2,1,4,1,24,1,6,19,2
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,2,21,1,3,12,1
2,3,1,1,1,3,1,2,1,1,1,3,3,1,1,3,2,20,1,5,24,3
1,3,1,2,1,2,2,1,2,3,2,1,2,3,2,2,2,27,3,1,26,3
2,3,1,2,1,2,0,2,2,2,2,0,0,3,44,2,1,18,1,2,22,3
2,2,1,1,2,1,1,2,1,2,0,1,1,2,2,4,1,36,1,2,19,2
3,1,3,1,3,3,3,3,2,3,3,3,3,1,1,3,2,21,1,3,35,4
3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,2,22,1,4,41,4
1,0,1,1,1,1,1,1,0,1,1,1,1,0,13,2,1,20,1,3,11,1
2,3,2,3,3,3,3,3,3,1,3,2,3,3,1,2,2,18,1,6,37,4
1,1,3,3,1,1,0,2,2,2,2,0,0,1,1,3,2,22,1,5,19,2
2,2,2,2,3,2,2,2,2,3,3,2,2,1,43,3,2,20,1,1,30,4
1,1,0,2,1,1,0,2,2,0,0,1,1,0,1,4,2,24,1,5,12,1
0,0,1,1,0,3,0,0,1,0,2,1,0,1,1,2,2,19,1,4,10,1
1,1,2,2,1,3,1,1,2,1,3,2,2,1,1,2,2,19,1,4,23,3
1,1,1,3,1,3,3,1,2,1,2,2,3,2,2,3,2,23,1,3,26,3
0,1,0,1,0,0,0,0,1,1,0,0,0,1,4,4,2,34,2,3,5,0
1,2,1,3,2,2,2,2,2,1,2,2,2,2,1,3,2,20,1,5,26,3
2,3,3,3,3,2,2,3,3,3,3,2,3,3,1,3,2,22,1,4,38,4
3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,1,40,1,2,41,4
0,2,2,3,3,3,1,1,3,2,3,1,1,2,4,2,2,24,1,5,27,3
0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3,1,25,1,4,3,0
3,3,3,2,2,1,3,1,3,3,2,3,2,3,1,3,1,31,1,7,34,4
3,3,3,3,3,3,3,3,3,2,3,3,3,1,26,3,1,21,1,4,39,4
0,2,0,2,0,1,0,2,2,0,0,0,0,1,1,2,1,21,1,3,10,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,20,1,3,42,4
0,1,2,0,0,0,0,0,0,0,0,1,1,2,1,2,2,19,1,4,7,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,20,1,2,1,0
0,1,1,0,1,0,0,2,1,0,0,1,0,1,1,3,1,23,1,5,8,0
0,1,1,1,1,3,1,1,2,1,2,1,1,2,1,3,2,20,1,7,18,2
1,0,0,2,0,0,0,1,1,1,1,0,0,1,1,4,2,45,3,3,8,0
2,2,2,3,2,2,2,2,1,2,2,1,2,1,1,3,2,23,1,5,26,3
3,3,3,3,3,3,2,3,3,3,3,3,1,3,1,2,2,39,1,7,39,4
1,2,2,2,2,1,2,3,1,3,2,2,1,2,1,3,2,20,1,4,26,3
0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,3,2,21,1,4,9,0
0,0,1,2,1,1,0,0,2,0,2,0,1,2,1,2,1,18,1,2,12,1
0,1,0,0,0,1,0,1,2,1,0,0,0,2,1,2,2,22,1,6,8,0
3,2,3,2,1,3,2,2,2,2,2,3,1,2,1,2,2,20,1,3,30,4
1,1,0,0,0,0,0,0,1,0,1,0,0,2,1,2,1,18,1,2,6,0
0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,3,1,21,1,1,3,0
2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,26,1,4,41,4
2,2,2,2,2,2,2,2,2,2,3,1,2,3,3,2,2,37,2,1,29,4
1,0,0,3,3,3,1,1,0,2,3,0,3,0,1,2,2,19,1,5,20,2
0,2,0,2,1,3,1,1,1,0,3,0,1,1,2,2,1,22,1,5,16,2
0,2,2,1,3,2,1,2,2,2,2,3,2,2,1,1,1,20,1,3,26,3
1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,2,26,1,4,4,0
0,1,0,1,1,0,0,1,1,0,0,1,0,2,2,2,1,61,3,4,8,0
1,1,1,3,3,3,3,3,3,3,3,3,3,2,12,4,2,22,1,3,35,4
0,0,1,3,2,2,1,2,1,0,2,0,1,1,1,4,2,24,1,4,16,2
3,3,2,3,3,3,3,3,3,3,3,3,3,2,1,3,1,25,1,6,40,4
2,2,3,3,1,3,2,2,3,3,3,3,3,2,2,3,3,42,2,3,35,4
1,1,0,2,2,1,1,0,2,1,1,1,0,2,1,2,2,18,1,3,15,2
2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,3,2,23,1,2,18,2
0,0,0,0,1,0,0,1,2,1,0,0,0,1,1,2,1,19,1,4,6,0
1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,3,2,22,1,5,18,2
1,2,0,1,1,0,0,2,1,1,0,1,0,2,2,2,2,18,1,4,12,1
2,3,3,2,3,3,3,3,3,2,3,2,3,3,2,2,1,18,1,2,38,4
1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,2,19,1,8,18,2
0,0,1,1,0,3,1,0,2,0,3,0,1,1,1,3,2,22,1,7,13,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,20,1,3,1,0
2,3,3,2,1,3,3,1,2,1,3,2,3,3,1,2,1,19,1,3,32,4
3,1,3,1,2,0,2,0,2,2,3,0,3,2,4,3,1,21,1,3,24,3
1,2,3,3,1,1,1,2,2,3,3,2,3,1,1,3,2,22,1,4,28,4
1,3,1,2,3,2,2,3,2,2,3,1,2,3,1,3,2,26,1,4,30,4
1,1,0,1,1,1,1,0,0,1,1,0,1,0,21,2,1,19,1,2,9,0
0,1,0,2,3,0,0,2,0,1,0,0,1,3,2,3,1,24,1,2,13,1
1,2,1,2,2,2,2,1,1,2,2,1,1,1,1,3,2,25,1,3,21,3
1,2,1,2,1,3,2,1,2,1,3,1,3,3,1,3,2,21,1,4,26,3
1,2,2,2,2,2,1,2,2,2,2,2,2,2,30,2,2,21,1,1,26,3
0,0,1,1,2,1,0,1,1,1,1,0,0,2,1,3,2,26,2,4,11,1
1,0,0,2,3,0,2,3,1,3,1,2,1,2,1,3,2,20,1,3,21,3
2,1,3,3,1,3,3,3,3,1,3,2,3,1,1,3,2,27,1,8,32,4
0,2,1,2,1,2,1,1,2,0,2,1,0,1,44,3,2,20,1,5,16,2
1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,2,2,28,2,7,10,1
1,1,0,1,2,1,1,1,1,0,1,0,1,1,1,2,2,22,1,3,12,1
0,1,0,0,1,2,1,0,0,2,2,1,0,0,9,2,2,19,1,2,10,1
0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,4,2,23,1,4,4,0
1,2,3,3,3,3,3,2,3,3,3,3,2,2,1,3,2,29,1,3,36,4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,19,1,3,1,0
1,1,1,1,0,1,1,0,1,1,1,3,1,1,1,3,2,20,1,2,14,2
3,1,2,3,3,2,1,3,3,3,2,2,0,3,1,4,2,34,2,8,31,4
3,3,3,3,3,3,3,3,3,3,3,3,3,3,43,3,2,23,1,2,42,4
0,0,1,0,1,0,0,0,1,0,0,1,0,1,9,4,2,29,1,2,5,0
3,3,0,3,2,2,3,2,2,2,1,3,1,3,6,3,1,28,2,6,30,4
0,0,0,1,1,0,0,0,2,1,0,0,0,0,2,4,2,62,2,6,5,0
3,2,3,2,3,2,3,2,3,2,2,3,3,3,2,1,1,22,1,1,36,4
0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,3,2,18,1,5,3,0
1,1,2,1,2,3,2,1,1,1,2,3,2,2,8,3,2,26,1,3,24,3
1,3,1,3,2,3,2,1,2,1,3,2,3,2,1,2,2,22,1,4,29,4
1,3,2,1,1,1,0,2,1,2,1,0,1,3,2,2,2,59,3,3,19,2
1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,3,2,20,1,7,20,2
1,1,3,2,3,2,2,1,1,1,2,2,3,2,1,2,1,20,1,3,26,3
2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,3,2,19,2,4,25,3
0,1,0,1,1,1,0,0,1,0,1,0,0,0,2,2,2,18,1,2,6,0
1,3,2,3,3,3,3,1,3,2,2,2,2,1,1,3,2,20,1,1,31,4
3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,2,22,1,4,41,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,63,3,3,0,0
0,2,0,3,3,0,0,2,1,3,0,0,0,2,1,3,2,21,1,3,16,2
0,1,0,3,0,3,0,0,2,0,0,0,0,1,2,3,2,46,2,5,10,1
0,0,3,0,0,3,0,1,1,1,3,1,1,2,1,2,2,19,1,5,16,2
1,1,0,0,0,0,0,1,0,1,2,0,0,1,1,2,1,22,1,3,7,0
3,3,2,2,3,1,3,3,3,2,1,1,2,3,1,2,2,22,1,7,32,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,21,2,3,14,2
1,3,1,1,2,0,0,2,0,1,0,0,0,2,2,3,1,27,1,4,13,1
1,3,0,3,3,3,3,2,2,2,3,3,3,3,1,2,2,19,1,9,34,4
2,3,3,2,2,3,3,2,3,2,3,3,3,2,1,3,2,19,1,3,36,4
3,1,3,3,3,3,3,3,3,3,3,3,3,1,11,2,1,21,1,2,38,4
1,3,3,3,1,3,3,1,3,1,3,3,3,2,2,2,2,19,1,3,33,4
0,0,0,1,0,3,0,3,1,0,1,1,0,1,4,3,2,27,1,2,11,1
2,2,0,0,0,0,0,2,0,2,2,0,0,1,2,3,1,25,1,2,11,1
3,2,3,3,3,3,3,3,1,3,1,3,3,2,12,3,1,24,1,1,36,4
1,1,2,1,1,2,0,1,1,2,1,2,1,1,2,2,1,18,1,2,17,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,1,24,1,1,28,4
1,3,3,2,2,2,3,3,3,3,2,3,3,2,1,4,2,23,1,7,35,4
2,2,1,2,2,0,1,1,1,2,1,0,0,2,2,2,2,18,1,2,17,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,24,1,1,42,4
1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,43,2,7,16,2
3,1,0,1,0,2,2,1,1,0,2,0,2,1,1,3,2,26,2,4,16,2
1,2,2,3,3,3,3,1,3,1,3,1,2,2,5,2,1,18,1,3,30,4
0,0,1,1,0,2,1,0,2,1,2,1,1,0,2,4,1,34,2,4,12,1
0,2,3,1,3,2,1,1,3,1,3,2,2,3,1,3,2,20,1,5,27,3
3,3,3,3,3,1,1,3,0,0,1,3,1,1,1,4,1,25,1,4,26,3
0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,18,1,3,2,0
0,1,0,1,1,0,0,0,2,1,0,0,0,3,38,3,2,24,1,2,9,0
2,1,2,2,2,3,1,3,3,2,2,3,1,1,2,3,2,22,1,4,28,4
1,1,3,2,1,2,1,1,1,1,2,2,2,1,1,3,2,19,1,4,21,3
0,1,1,1,1,1,0,0,1,1,0,0,0,1,2,3,1,57,1,6,8,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,1,23,1,3,42,4
0,1,0,3,3,0,0,3,2,2,3,0,0,3,1,2,1,27,1,2,20,2
0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,19,1,5,3,0
1,0,2,2,2,2,2,1,3,1,2,3,2,1,30,3,2,20,1,4,24,3
2,2,2,3,2,2,2,3,3,3,3,2,1,2,1,2,2,19,1,5,32,4
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,35,1,3,1,0
0,0,0,0,0,1,2,0,0,0,1,0,1,1,1,2,1,32,1,4,6,0
2,1,0,2,1,1,0,1,1,0,1,3,1,1,1,3,2,19,1,4,15,2
1,1,2,1,1,1,1,2,2,2,1,3,1,0,1,4,1,26,2,3,19,2
0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,3,2,21,1,4,7,0
1,1,1,3,2,3,1,3,3,1,3,2,3,3,1,2,1,24,1,6,30,4
1,1,0,1,0,0,0,0,0,0,0,1,0,0,25,3,2,29,1,2,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,20,1,5,0,0
1,3,2,3,3,3,3,2,3,3,3,2,3,3,24,3,2,22,1,1,37,4
1,1,0,2,2,2,0,1,2,1,1,0,0,2,1,4,2,29,1,2,15,2
0,1,3,2,1,3,1,0,3,0,3,1,3,0,1,3,2,22,1,4,21,3
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,23,1,10,2,0
1,1,1,0,1,1,1,2,1,2,1,1,0,2,1,3,2,30,2,2,15,2
0,1,1,0,1,2,0,0,0,0,1,0,0,1,1,3,2,24,1,3,7,0
1,1,1,2,1,2,3,0,1,0,1,1,1,1,1,2,2,20,1,4,16,2
0,1,1,0,0,1,0,1,1,2,1,0,0,1,1,3,2,22,1,4,9,0
2,1,1,1,1,1,0,1,1,1,0,1,1,1,5,4,2,43,2,2,13,1
0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,3,2,21,1,3,9,0
1,1,0,2,0,0,0,1,1,1,1,0,1,1,1,4,2,40,2,7,10,1
0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,2,21,1,5,3,0
1,3,3,2,2,3,1,2,2,2,3,3,3,3,1,4,2,27,1,4,33,4
2,2,0,2,2,1,2,1,2,3,1,2,2,0,9,2,2,20,1,2,22,3
3,2,2,2,2,3,2,2,3,2,2,2,2,2,1,3,1,22,1,3,31,4
1,1,1,1,1,1,0,1,2,1,0,1,0,0,1,3,2,23,1,5,11,1
2,3,2,3,3,3,2,3,2,2,3,2,2,3,2,2,2,20,1,2,35,4
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,21,1,7,3,0
1,1,2,2,2,3,0,2,1,1,3,3,2,1,2,2,2,23,2,6,24,3
3,1,3,1,3,3,3,3,3,3,3,3,3,3,1,3,2,21,1,11,38,4
1,3,3,3,3,3,2,1,3,2,3,2,3,3,1,3,2,24,1,5,35,4
2,3,1,3,2,1,1,3,2,2,0,1,0,3,3,4,2,39,1,2,24,3
1,1,2,1,3,1,1,2,1,1,2,2,2,3,1,2,2,19,1,5,23,3
2,2,3,3,2,3,3,2,3,3,3,3,3,3,2,4,2,30,2,6,38,4
2,1,0,2,1,0,0,1,1,1,1,0,0,2,1,4,2,30,2,4,12,1
2,3,2,2,3,3,3,2,2,1,2,3,2,2,2,2,2,21,1,3,32,4
1,3,3,1,3,2,1,2,1,3,2,1,0,3,2,2,1,22,1,4,26,3
3,0,1,3,2,3,3,3,1,3,3,1,1,1,2,2,2,18,1,4,28,4
2,2,3,3,2,3,3,3,3,1,3,2,3,2,1,3,2,22,1,6,35,4
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,2,25,1,3,2,0
2,1,2,3,1,2,2,2,1,1,1,1,2,2,1,2,2,21,1,5,23,3
0,0,0,1,2,0,2,1,3,1,3,0,2,3,1,2,2,20,1,6,18,2
1,1,0,2,1,1,1,0,2,1,1,1,1,0,1,3,2,24,1,4,13,1
2,3,2,3,2,2,3,2,3,1,2,1,2,2,1,3,1,21,1,3,30,4
0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,3,2,25,1,2,7,0
1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,3,1,41,2,3,17,2
